Passenger 1 ID,Passenger 2 ID,Number of flights together
10409,10449,5
3367,3380,5
2789,5495,5
8268,10798,5
10758,5380,5
4226,4253,5
4053,4013,5
11101,11137,5
75,9997,5
12051,12050,5
6584,7874,5
9066,7560,5
362,2669,5
1646,7605,5
2588,13249,5
11729,11730,5
4609,6092,5
805,822,5
774,1976,5
1484,1464,5
1581,274,5
7433,7476,5
10719,8353,5
1568,4673,5
620,6777,5
395,355,5
5404,5431,5
9640,9618,5
10591,210,5
288,6777,5
4092,91,5
11171,5747,5
5332,10858,5
347,1015,5
9493,9421,5
1677,5411,5
8411,6372,5
139,3653,5
4177,8685,5
928,1464,5
1624,1638,5
9994,7099,5
7593,9480,5
4009,5404,5
3965,12299,5
9665,5359,5
10760,10798,5
3078,9217,5
4384,8270,5
2614,9442,5
6777,9255,5
2655,1503,5
8556,8446,5
61,484,5
1943,1982,5
2174,7098,5
5330,497,5
10767,10719,5
2941,4011,5
9649,9648,5
7657,9524,5
10536,3112,5
8326,8329,5
4025,4059,5
6096,4990,5
1475,6529,5
3963,4646,5
584,525,5
5789,2926,5
10497,10819,5
6478,8685,5
1677,2960,5
1914,1905,5
721,739,5
2285,2229,5
6069,6896,5
4012,4052,5
3418,5482,5
3910,1200,5
8078,9822,5
10396,10313,5
10727,10712,5
8552,5101,5
6983,6931,5
184,5769,5
1464,4011,5
5330,2841,5
9712,12100,5
11450,12841,5
4309,4364,5
4034,382,5
4034,9645,5
6519,363,5
6731,11472,5
2252,2299,5
6968,3453,5
3385,3208,5
768,772,5
650,624,5
12850,12899,5
311,3645,5
2225,2272,5
4765,4726,5
844,859,5
9385,9369,5
11600,11561,5
5757,12248,5
11572,12374,5
4053,4012,5
10785,10778,5
1943,1963,5
477,4674,5
11007,8194,5
2563,299,5
7662,7602,5
2867,1484,5
9642,9618,5
11842,11885,5
3544,4607,5
2516,5962,5
7638,7608,5
4314,5540,5
8175,8145,5
8963,8961,5
4178,4255,5
4523,4914,5
7768,10349,5
3589,10806,5
2868,2927,5
6453,3249,5
8986,8968,5
5560,2433,5
42,5101,5
275,3966,5
2945,2231,5
3112,3117,5
7898,3618,5
5456,5423,5
4025,1696,5
1056,364,5
3615,3609,5
6180,8257,5
6956,3102,5
6854,2759,5
1296,4584,5
2390,2392,5
915,4066,5
5955,45,5
6409,3528,5
727,3415,5
638,8196,5
1638,3436,5
2798,2026,5
2212,2295,5
4066,4353,5
3590,1208,5
772,374,5
5724,5977,5
4017,2783,5
6813,1635,5
975,4399,5
2941,1464,5
6987,4010,5
6036,4156,5
10536,10661,5
3123,2568,5
7696,848,5
2273,2295,5
309,308,5
751,724,5
5055,11965,5
7141,7149,5
1977,5836,5
9757,9758,5
2926,5482,5
8289,2776,5
3766,7153,5
4860,9618,5
3677,11275,5
7209,1715,5
11572,8446,5
7898,191,5
4364,4083,5
1563,2171,5
11917,4514,5
11808,932,5
8824,9618,5
6064,4316,5
2910,7064,5
226,670,5
3019,3039,5
4052,4013,5
10899,6447,5
5458,5432,5
3298,11014,5
2509,4646,5
6039,1865,5
8353,5643,5
3122,3193,5
4034,7898,5
5546,5668,5
8289,441,5
2277,4200,5
184,1817,5
8548,8517,5
8399,9441,5
2857,7605,5
4820,3187,5
4057,4040,5
8158,3590,5
1927,1966,5
6733,8552,5
628,9035,5
5544,7810,5
2527,6010,5
6047,6049,5
3367,3399,5
7710,11198,5
701,1023,5
2201,6447,5
915,4017,5
3525,2288,5
5212,7114,5
709,768,5
3859,6622,5
3330,1677,5
2178,2186,5
4502,13215,5
1723,8258,5
1444,4346,5
4012,4080,5
6077,4674,5
244,221,5
10767,10778,5
9000,8936,5
5957,4453,5
1043,1007,5
755,751,5
5522,8260,5
3123,3162,5
12574,12582,5
3735,1677,5
9454,9465,5
10083,9659,5
3955,3914,5
205,299,5
885,896,5
11898,8851,5
5668,6100,5
1581,2699,5
5486,2867,5
5330,484,5
704,733,5
4969,4674,5
9283,9201,5
2273,2223,5
8048,3741,5
8158,10325,5
6813,3590,5
11909,11910,5
11361,6652,5
1942,1905,5
3169,625,5
3875,12389,5
281,211,5
2910,6652,5
281,1389,5
6001,4674,5
4042,4009,5
8025,12841,5
4194,3106,5
266,274,5
2111,2107,5
4364,4044,5
758,731,5
2354,9645,5
2788,12374,5
6897,6017,5
6338,5332,5
3402,1001,5
4820,7209,5
9058,5612,5
701,1001,5
4209,5959,5
9050,5869,5
11158,11175,5
6408,3120,5
8509,8557,5
230,231,5
10585,12841,5
696,374,5
2271,5295,5
746,740,5
2303,4215,5
6730,4000,5
4609,4646,5
3544,5491,5
8229,7883,5
4190,1254,5
2285,3565,5
3544,6017,5
11140,11198,5
6882,5910,5
4097,2708,5
3806,3849,5
7835,7837,5
1531,1160,5
9642,9619,5
7662,1677,5
8212,10802,5
1169,8019,5
5706,3576,5
4339,6088,5
4017,1464,5
4715,6084,5
1715,3187,5
4017,4309,5
95,8158,5
1056,1038,5
2988,2101,5
2803,1561,5
10764,10767,5
1115,9294,5
5490,6418,5
5355,8562,5
4502,7646,5
7924,7904,5
3370,5148,5
2530,8246,5
1942,1992,5
10095,9359,5
9994,9540,5
975,930,5
11275,6783,5
7685,5482,5
340,7001,5
10016,10243,5
10203,10206,5
3298,11767,5
5901,5912,5
9664,9684,5
4665,2728,5
3587,2068,5
766,752,5
7866,625,5
1056,771,5
7502,855,5
6707,6813,5
650,255,5
4431,975,5
8013,9532,5
258,9068,5
3635,3624,5
1005,2719,5
11957,9441,5
6854,4674,5
2223,2284,5
5446,5409,5
132,13163,5
4737,5653,5
7903,7657,5
4339,1853,5
724,755,5
2152,2153,5
8389,7612,5
2212,3540,5
912,920,5
5390,4575,5
11307,1850,5
993,3528,5
2939,5482,5
11062,10328,5
5754,5007,5
126,2498,5
4009,2941,5
9795,9705,5
6447,10373,5
15158,15126,5
9369,9331,5
4044,4012,5
9402,75,5
5456,5500,5
9793,9755,5
4376,4379,5
11807,10512,5
1288,1837,5
4025,407,5
728,1041,5
11324,2378,5
374,376,5
5486,5478,5
6096,4969,5
1677,8158,5
354,362,5
10484,10404,5
215,684,5
6441,8961,5
1528,1077,5
7162,3589,5
8048,5668,5
5761,5788,5
11948,5096,5
3875,11073,5
993,5955,5
4388,2969,5
9810,8803,5
1739,5123,5
7039,441,5
8596,4170,5
1966,6777,5
9624,9634,5
11057,11084,5
4707,8595,5
629,316,5
2539,2576,5
2068,2909,5
4632,4656,5
392,7209,5
5471,5499,5
10069,4876,5
4552,8363,5
1666,2717,5
1482,1818,5
11926,9351,5
2600,2570,5
3615,7451,5
2234,9540,5
4827,10024,5
2926,7914,5
6830,6870,5
8004,1464,5
2773,4690,5
3851,10023,5
1293,3544,5
11280,4737,5
1617,1662,5
6064,6039,5
11225,1673,5
1202,2378,5
3077,3071,5
10338,10357,5
11572,2857,5
638,3779,5
7872,5482,5
174,3028,5
10067,13221,5
4990,2717,5
5443,5481,5
9977,6180,5
7506,9755,5
2212,2935,5
3544,4942,5
230,264,5
10253,10661,5
610,3180,5
4329,4084,5
8969,8965,5
3418,10373,5
9954,9906,5
2467,3536,5
8835,10243,5
1666,4044,5
8093,2939,5
5716,5767,5
4012,4339,5
5494,6884,5
2201,8679,5
9620,9634,5
9268,6515,5
3065,2468,5
266,684,5
392,334,5
12338,2964,5
3278,1677,5
8109,8120,5
4029,4088,5
6135,6143,5
1829,4070,5
4854,10989,5
10760,10799,5
5954,5769,5
10576,10833,5
165,139,5
7318,2926,5
5421,1464,5
3589,10833,5
1403,1451,5
9586,9505,5
1051,1057,5
3177,18,5
4553,3844,5
5498,5478,5
7636,7661,5
9050,5332,5
3544,2759,5
14044,14023,5
7653,6976,5
2463,2472,5
979,4040,5
12389,9653,5
7662,5423,5
8427,9992,5
4034,9699,5
5467,4914,5
6809,6832,5
8142,8110,5
5423,1371,5
211,10373,4
4990,5440,4
6930,6931,4
8427,1337,4
5966,5953,4
7579,8006,4
6541,942,4
6063,6075,4
469,368,4
3177,8037,4
10775,10757,4
5377,7463,4
11534,10261,4
1619,4674,4
12532,12516,4
15167,15193,4
8146,6486,4
13259,12506,4
5494,6880,4
5761,5798,4
1263,4601,4
3436,1095,4
6896,5993,4
877,857,4
1208,3590,4
6946,6175,4
5545,12006,4
210,4584,4
11667,11698,4
11140,11122,4
9954,9465,4
2798,2724,4
4650,4453,4
2358,10240,4
2002,4745,4
3298,613,4
3093,5789,4
8837,756,4
10046,3925,4
1079,7983,4
1943,2131,4
11954,4235,4
374,706,4
4297,4217,4
3436,763,4
10083,6053,4
6294,6810,4
49,2927,4
5042,4641,4
791,705,4
391,3492,4
841,9418,4
4034,8995,4
8057,13249,4
582,8030,4
1074,11285,4
9914,3867,4
6763,6723,4
3681,2427,4
9977,4632,4
12144,10261,4
5795,5910,4
14741,14728,4
205,212,4
11398,9118,4
6978,11897,4
3117,11201,4
3937,2596,4
5564,3743,4
758,773,4
10423,10471,4
6258,7064,4
9761,9715,4
3275,4142,4
1369,2511,4
47,6114,4
5421,5419,4
10329,9703,4
3275,1283,4
5733,5760,4
5792,5922,4
10776,10779,4
4249,4850,4
10515,10539,4
5377,1946,4
53,2406,4
6208,1042,4
1214,4772,4
2792,4933,4
4286,4273,4
6471,9421,4
174,2024,4
833,8749,4
1617,5653,4
9712,9735,4
5498,5409,4
6060,12746,4
4983,8089,4
11930,11965,4
6084,5416,4
11726,11773,4
6294,8037,4
5946,5976,4
5471,5495,4
1005,1602,4
9738,7627,4
1928,1906,4
4329,4040,4
9495,11400,4
11513,14087,4
2531,2573,4
10446,10474,4
8399,8010,4
4711,4090,4
14731,14786,4
5231,7693,4
9619,9634,4
11958,11472,4
5412,5402,4
2545,9242,4
4717,1160,4
293,3199,4
2000,6464,4
2092,8556,4
9998,9965,4
7959,8664,4
6847,6833,4
993,932,4
3093,8209,4
833,844,4
5333,4245,4
3177,5989,4
4459,13432,4
13438,12667,4
11926,11946,4
1733,8257,4
2134,5196,4
11393,11355,4
7138,9287,4
7486,7450,4
9014,8720,4
1545,402,4
9033,210,4
9795,9761,4
11940,1449,4
2759,6063,4
3875,8132,4
8746,8772,4
5495,5401,4
3462,11090,4
2437,2412,4
4177,8137,4
5458,2941,4
7713,8542,4
1066,3913,4
12123,12135,4
7447,7433,4
843,899,4
10516,7718,4
5770,9664,4
6805,9834,4
398,2857,4
7508,8350,4
4981,1173,4
13564,8057,4
14787,14728,4
2588,10605,4
12574,12516,4
9044,5544,4
2653,10478,4
12358,12352,4
2926,1329,4
5743,5779,4
13218,1591,4
6522,7579,4
5310,4208,4
5447,1613,4
13526,13590,4
8556,7114,4
1484,1818,4
2467,3698,4
235,2453,4
5304,3896,4
5533,8882,4
5812,592,4
3941,333,4
6831,53,4
1848,1877,4
8461,6810,4
1321,8121,4
6060,2385,4
4713,628,4
8048,7896,4
3188,2197,4
4903,5420,4
3021,3039,4
1501,2666,4
7635,9540,4
4249,5566,4
9779,10261,4
5058,8882,4
9317,9324,4
5505,3503,4
4711,15126,4
7837,582,4
5056,7162,4
14070,14095,4
2387,1403,4
6532,8594,4
5522,2354,4
5757,5755,4
4541,1005,4
1673,9359,4
9954,11243,4
2588,13564,4
13571,9540,4
4787,1300,4
2743,2769,4
4058,1917,4
9686,9684,4
1548,4593,4
8363,203,4
119,175,4
5303,4930,4
11165,11141,4
2426,12146,4
2539,2522,4
774,752,4
7068,4171,4
546,1938,4
10668,633,4
456,12570,4
5217,7767,4
6111,7191,4
10315,211,4
9669,2191,4
3104,2522,4
11041,11073,4
1860,9359,4
330,382,4
9661,8539,4
5374,11897,4
7860,3356,4
3493,419,4
3967,2620,4
734,763,4
729,759,4
7645,441,4
3739,899,4
7671,7608,4
14756,14757,4
10083,7579,4
4076,9649,4
4587,4569,4
3198,221,4
9840,1511,4
5885,2288,4
4700,4665,4
6524,6579,4
797,763,4
4435,3928,4
7484,3102,4
4091,2694,4
4584,1378,4
10471,10468,4
3688,3642,4
4373,4016,4
8195,8411,4
291,7879,4
3599,11291,4
7039,5482,4
6001,4972,4
1888,2159,4
8445,11930,4
10017,8266,4
1143,760,4
1818,382,4
5361,5393,4
1464,407,4
3576,4969,4
930,4009,4
1730,564,4
4626,6613,4
8363,6084,4
11450,7951,4
4765,4769,4
2868,5693,4
4468,7820,4
1092,1236,4
9077,9009,4
11483,6532,4
9956,1858,4
940,962,4
8006,258,4
1616,2869,4
8574,2437,4
1937,1997,4
10048,3117,4
10115,3773,4
5777,5766,4
5072,4940,4
1358,1384,4
9752,3029,4
5490,3590,4
11150,11122,4
4184,2497,4
3867,7291,4
3120,64,4
362,4814,4
5919,5990,4
10712,10779,4
5260,5977,4
1394,1371,4
11130,11196,4
10523,157,4
1328,5733,4
6016,6884,4
1095,4711,4
7813,7896,4
2336,1822,4
620,75,4
1106,1938,4
3503,441,4
783,75,4
10478,2969,4
6408,438,4
3029,6658,4
14069,14094,4
11957,11919,4
4816,4827,4
2511,4395,4
2474,2465,4
2531,1298,4
11687,23,4
9620,9601,4
10405,10465,4
11917,6084,4
3700,3604,4
501,2549,4
792,733,4
782,715,4
3588,95,4
6813,5584,4
1422,437,4
3914,1598,4
13839,6036,4
6729,2841,4
11610,11808,4
3924,4165,4
1414,1489,4
5310,1994,4
2895,5813,4
9385,8684,4
313,758,4
295,3151,4
5706,6898,4
5396,1352,4
92,574,4
4607,4696,4
4293,8363,4
2278,4478,4
13378,320,4
9922,11552,4
1079,10097,4
10758,4235,4
4373,1666,4
8589,8541,4
4105,292,4
1999,1928,4
4076,9618,4
1023,3414,4
1164,942,4
7318,4157,4
8521,9511,4
5471,5500,4
4373,4052,4
780,4020,4
1587,1542,4
5015,7433,4
8596,10644,4
11880,1898,4
2196,5227,4
2419,2481,4
5467,4011,4
2426,1688,4
3876,2276,4
9954,8024,4
11160,11122,4
3565,3553,4
1747,4675,4
7959,2713,4
13160,3962,4
12516,12570,4
5956,5967,4
6036,4158,4
3332,4351,4
4670,3242,4
738,2927,4
2939,2969,4
10016,6024,4
2035,3016,4
2857,8998,4
8749,8702,4
962,2988,4
7318,7039,4
4293,10644,4
8037,3477,4
1146,564,4
3634,3629,4
139,3513,4
10712,10704,4
704,721,4
2234,8225,4
14703,14750,4
1033,1753,4
6370,6494,4
174,7209,4
5850,2196,4
5490,8093,4
7898,1822,4
5212,7721,4
4809,311,4
3418,10397,4
1263,11833,4
10753,10720,4
5477,3472,4
8930,8961,4
7603,7616,4
1051,1031,4
601,3162,4
12323,13264,4
703,786,4
2068,4441,4
6307,10988,4
4564,4569,4
1108,4551,4
7502,12032,4
792,704,4
12634,13405,4
2521,2570,4
8267,6538,4
7508,4384,4
4106,7547,4
9696,9238,4
3442,4634,4
4353,5451,4
3615,4070,4
5430,13731,4
119,163,4
10731,8260,4
4494,8114,4
2476,8784,4
1573,11450,4
6809,6844,4
821,9873,4
8485,5766,4
4983,8073,4
2786,2492,4
2225,3560,4
4760,6060,4
5754,13284,4
2656,5081,4
551,1811,4
3475,716,4
8824,9684,4
7844,10310,4
570,4034,4
1229,532,4
2700,8326,4
8135,3660,4
5984,5948,4
10778,4451,4
1505,8679,4
11593,10762,4
4275,3807,4
12775,12727,4
1548,1598,4
2306,1268,4
11145,11153,4
2969,4083,4
3432,10037,4
5396,5307,4
1666,2867,4
3432,8424,4
13862,9280,4
5586,3650,4
6805,9410,4
8289,4468,4
2435,4091,4
4075,4044,4
4496,2574,4
7565,1417,4
729,706,4
13668,5836,4
4170,10833,4
7745,7759,4
11171,10749,4
5997,10250,4
2105,2106,4
435,5747,4
10776,10772,4
4329,9634,4
9999,7162,4
6519,11326,4
10353,10384,4
11094,11086,4
5963,1616,4
13405,13416,4
8194,6053,4
4041,4056,4
6242,8073,4
6938,7192,4
11276,8406,4
10048,6827,4
1447,5100,4
2886,2939,4
11376,6394,4
6259,3440,4
2776,1818,4
6652,1266,4
223,1688,4
1064,7098,4
13714,13795,4
4613,6453,4
5435,5499,4
4853,1534,4
979,9505,4
2440,2432,4
8993,8965,4
9039,1215,4
5634,9994,4
8406,4451,4
5494,6017,4
8400,14022,4
1521,6080,4
6471,6208,4
1223,6769,4
2729,5042,4
1066,2608,4
5490,4388,4
2277,2247,4
5450,1250,4
7661,13249,4
3297,2485,4
6138,11379,4
816,8979,4
1362,965,4
1947,778,4
477,6864,4
4711,11416,4
8363,1677,4
315,1029,4
8289,901,4
1035,731,4
10313,281,4
356,6857,4
4291,4279,4
11272,2495,4
2527,8598,4
5683,3844,4
4524,4636,4
2279,2249,4
7768,6707,4
712,706,4
2563,2570,4
979,945,4
269,234,4
11128,11163,4
10086,9392,4
6357,8256,4
6854,6825,4
4496,4460,4
2586,2534,4
11275,8444,4
1271,1212,4
2912,2972,4
8048,4552,4
758,3455,4
1490,1413,4
4626,4148,4
4523,1046,4
8196,11676,4
4052,4083,4
1317,1368,4
5990,12043,4
10083,6522,4
7950,10328,4
5503,6765,4
4544,4530,4
3411,3493,4
551,590,4
2244,2274,4
1254,10819,4
4871,4828,4
11572,4166,4
8197,9441,4
8871,9252,4
3912,3947,4
3585,3517,4
5920,1740,4
2482,10107,4
13830,4129,4
3888,4580,4
5922,210,4
1545,3947,4
8132,7601,4
9386,3117,4
2354,2231,4
3544,6870,4
2651,2904,4
3820,1209,4
4904,6020,4
10497,4293,4
799,773,4
1351,4376,4
5989,6447,4
734,4719,4
848,7403,4
9777,3416,4
4411,4452,4
628,6114,4
2567,2595,4
9679,1089,4
5416,5443,4
11874,4451,4
2734,6833,4
1454,7851,4
2124,2188,4
1138,4728,4
4285,4554,4
9935,6304,4
11282,10784,4
1288,2769,4
5538,9562,4
1398,4148,4
2174,4336,4
724,709,4
6983,7439,4
12585,12506,4
7560,10702,4
5494,5432,4
8658,8685,4
10240,9862,4
3678,2910,4
1322,2939,4
6295,2273,4
4719,4142,4
3509,3563,4
4916,2227,4
9388,9333,4
780,794,4
1774,7550,4
11011,11062,4
1954,1942,4
8589,8598,4
2576,490,4
7220,10396,4
751,781,4
7890,7039,4
5769,10004,4
3889,4478,4
7138,9790,4
199,1470,4
3463,3439,4
731,308,4
6896,5761,4
3275,6053,4
5002,4546,4
4944,4982,4
3548,3579,4
11057,5732,4
2747,8906,4
3924,2433,4
5503,2024,4
4449,4329,4
5055,5227,4
3309,5182,4
1677,6052,4
6468,932,4
2054,10024,4
4647,4641,4
5354,5323,4
544,3486,4
5509,6750,4
6468,6777,4
5791,5799,4
11957,10975,4
2717,11326,4
1016,7481,4
290,286,4
1617,6114,4
8546,8137,4
10422,10442,4
2272,11329,4
9942,2591,4
10067,712,4
9441,9101,4
368,752,4
8353,441,4
12195,6327,4
4609,2509,4
3957,10548,4
2544,4069,4
1977,13644,4
4543,4641,4
709,773,4
1484,1482,4
4737,5116,4
4611,6441,4
10454,952,4
4017,4373,4
10389,4850,4
4132,783,4
8089,6052,4
10432,11535,4
11395,11393,4
2653,5101,4
6113,2544,4
8539,3779,4
1849,497,4
5364,7717,4
9665,1342,4
997,6824,4
1598,3991,4
6854,6844,4
6469,6884,4
2178,218,4
2262,2236,4
4017,4316,4
2370,2392,4
9282,6447,4
3171,4280,4
791,761,4
3475,3461,4
10911,10936,4
10253,6447,4
11213,4021,4
1031,764,4
3651,3694,4
11128,11115,4
14726,14720,4
6033,7451,4
3963,1747,4
4202,4203,4
3907,2467,4
3943,344,4
8307,7379,4
760,8784,4
8406,2437,4
5401,2789,4
7343,4828,4
5634,13249,4
752,763,4
997,5977,4
10394,7505,4
1444,2596,4
3675,1321,4
10722,2653,4
3875,8720,4
6169,6177,4
5668,5656,4
10653,8995,4
1817,950,4
9833,10509,4
1096,10354,4
11817,1240,4
392,2354,4
3438,3490,4
7866,6750,4
2773,4614,4
4816,8368,4
2000,7837,4
6516,7643,4
3451,12301,4
3477,6447,4
7582,7946,4
885,877,4
4917,6111,4
1475,479,4
5789,5411,4
1335,7551,4
486,290,4
8589,8508,4
5414,6080,4
338,226,4
3963,1617,4
4497,5411,4
9679,9634,4
8871,10022,4
1386,1539,4
5467,6027,4
11041,11027,4
9650,9611,4
11812,3512,4
7540,758,4
4716,3896,4
3937,443,4
6447,6080,4
1138,4336,4
15167,15186,4
7061,7036,4
202,7680,4
437,2783,4
8810,1769,4
5431,5432,4
3568,2260,4
8539,8541,4
7872,2926,4
9342,9392,4
6905,8566,4
5954,6469,4
10714,10796,4
9693,9665,4
9385,5748,4
1025,758,4
7836,6036,4
6707,441,4
582,7560,4
6892,382,4
5021,7682,4
3576,1884,4
5966,5744,4
3123,6327,4
5993,5798,4
11011,11041,4
1288,1813,4
4713,7983,4
4009,5438,4
5494,6047,4
2146,1424,4
11767,11180,4
4409,4418,4
5734,5459,4
4178,467,4
7778,7342,4
6039,1884,4
5260,6474,4
3122,221,4
1371,2968,4
6053,8558,4
7860,4441,4
5471,5432,4
3153,9874,4
4854,12899,4
4359,4331,4
768,766,4
1484,4059,4
4016,407,4
2441,3622,4
8089,5819,4
13561,11587,4
5771,2993,4
2717,6064,4
12893,12005,4
9505,926,4
11213,7321,4
1686,1607,4
5416,5468,4
393,7551,4
8424,2489,4
4950,4941,4
1673,9389,4
884,851,4
8399,8149,4
11194,11136,4
3615,2465,4
569,882,4
622,9611,4
5711,5720,4
1651,443,4
2345,186,4
8714,3243,4
5772,5707,4
8485,6020,4
5439,5419,4
4945,5420,4
9599,12284,4
752,1537,4
10661,12001,4
4035,2906,4
726,795,4
5706,5977,4
793,760,4
10909,13614,4
10095,9331,4
1314,4353,4
2173,2134,4
1066,1014,4
3947,1537,4
9577,6438,4
5867,5764,4
6893,3576,4
2783,4044,4
622,388,4
4013,1464,4
4764,8291,4
7662,8007,4
2951,1384,4
5907,5912,4
14769,14782,4
5498,1371,4
4827,6924,4
8544,8521,4
4431,1587,4
4607,6017,4
6001,12080,4
3894,2859,4
4060,4346,4
9330,9391,4
5942,595,4
2054,10097,4
356,10938,4
928,4083,4
8960,8965,4
1058,312,4
2544,3991,4
4668,4617,4
4251,4261,4
2054,80,4
218,2186,4
2926,901,4
6548,6053,4
1244,2939,4
792,724,4
4492,6198,4
843,844,4
3255,564,4
1149,2184,4
1028,2453,4
7950,10024,4
8671,798,4
5942,2155,4
3709,5372,4
477,5993,4
14769,14727,4
9601,4946,4
5982,3015,4
2326,1432,4
8835,10267,4
10451,10425,4
1044,305,4
2189,2162,4
7395,6327,4
618,2162,4
13714,13753,4
6408,1865,4
2131,2137,4
14060,6864,4
14741,14714,4
1977,9856,4
2293,2212,4
4449,4852,4
10742,10798,4
3182,286,4
2189,2119,4
7492,5919,4
11165,11122,4
2102,2112,4
8135,4514,4
10573,6882,4
2789,2717,4
8958,7831,4
2236,3509,4
2773,4316,4
5330,3064,4
5867,5361,4
5443,4395,4
1356,916,4
10954,10795,4
3551,3528,4
2108,557,4
2993,1865,4
11007,4269,4
2548,8552,4
2511,10294,4
6560,7560,4
7618,2326,4
10552,10548,4
7998,2097,4
1595,2681,4
7120,2625,4
6093,11472,4
7070,7096,4
9098,8363,4
2336,3028,4
8202,8245,4
4059,4066,4
6242,6052,4
4254,4277,4
10484,10471,4
5734,9828,4
4692,3030,4
6893,6836,4
7641,2391,4
4147,1982,4
5962,5944,4
624,402,4
3444,716,4
7671,8010,4
10358,7662,4
1616,1375,4
14769,14761,4
10873,10128,4
546,574,4
8986,8965,4
3330,2182,4
5723,613,4
9366,3773,4
3851,6053,4
10368,10325,4
1458,1479,4
4177,5175,4
11483,4927,4
6897,6878,4
6307,8091,4
5942,3718,4
134,175,4
5334,7526,4
792,716,4
6027,2596,4
13276,1850,4
3210,3271,4
7903,12097,4
8299,258,4
8722,674,4
8126,8198,4
1248,2759,4
7860,9069,4
6703,2857,4
6809,6869,4
5734,3120,4
1977,8664,4
5383,9649,4
4396,4398,4
5959,7062,4
2221,3577,4
1692,3963,4
1491,1143,4
9994,2548,4
1246,3147,4
5946,5741,4
622,9660,4
594,5243,4
13163,5796,4
169,774,4
6418,8403,4
5944,4716,4
1692,4542,4
3402,3414,4
9969,4397,4
2336,10720,4
9017,5635,4
4607,4657,4
8190,1208,4
5440,5769,4
1568,1583,4
6408,6880,4
2959,2941,4
10714,10709,4
11896,3332,4
5042,5025,4
7629,7618,4
11963,7693,4
1747,3963,4
1332,945,4
726,705,4
2178,221,4
11644,6749,4
1677,6372,4
3298,350,4
13614,13605,4
2068,486,4
6050,2292,4
2531,2667,4
3322,3551,4
4707,6823,4
913,951,4
4554,3492,4
309,719,4
6730,3925,4
191,7209,4
5412,5435,4
6299,1002,4
391,11633,4
525,586,4
2068,1077,4
6402,5497,4
10536,3367,4
5814,1977,4
435,2869,4
4115,11166,4
4309,2511,4
1078,5423,4
1863,6777,4
7624,2927,4
5798,5788,4
324,6830,4
6323,10196,4
275,1693,4
7379,8326,4
11101,11191,4
10497,258,4
443,299,4
11276,4496,4
10756,10796,4
11101,11130,4
6864,2759,4
11156,11180,4
3093,5741,4
5643,5677,4
6889,6814,4
4827,8326,4
3533,3563,4
249,7612,4
8548,8326,4
6889,4373,4
7612,2462,4
392,330,4
709,759,4
799,727,4
10737,10744,4
5359,9648,4
5319,3858,4
4363,10819,4
12553,7451,4
10389,10396,4
295,2186,4
4410,2125,4
9152,5769,4
4066,2717,4
165,3604,4
1064,4364,4
8237,91,4
10484,10423,4
233,1075,4
7180,6580,4
2222,3578,4
1977,1626,4
4584,2503,4
2959,5423,4
10458,10434,4
8345,7390,4
9268,8398,4
9383,3216,4
2941,4044,4
1079,1747,4
4388,1337,4
7586,10315,4
6889,5744,4
4998,1828,4
3275,4010,4
10274,10116,4
12340,12328,4
2482,3286,4
650,3146,4
5175,3294,4
3345,4742,4
5459,556,4
1617,7902,4
5434,5422,4
5720,5734,4
10083,6024,4
4211,4296,4
5522,7898,4
1276,5459,4
2563,2521,4
8556,6733,4
5775,5797,4
5993,5954,4
4043,4028,4
797,733,4
5722,5780,4
5866,6784,4
469,1618,4
11642,11636,4
4282,4237,4
1030,7068,4
5634,5111,4
5421,2789,4
4672,4667,4
3332,5643,4
4070,7825,4
5544,9098,4
4449,5672,4
9366,9384,4
5443,6001,4
3367,732,4
4468,625,4
4395,6087,4
7430,7192,4
5111,10067,4
13536,3030,4
92,316,4
620,1966,4
6293,4171,4
8922,9501,4
6831,6706,4
6159,6725,4
4947,4933,4
5467,5432,4
6084,2939,4
8714,10267,4
4025,1818,4
11442,11435,4
6529,6180,4
2655,2697,4
5499,5448,4
1484,4083,4
1034,2780,4
10432,9053,4
960,3773,4
2571,2503,4
1849,1800,4
1904,1941,4
5922,1883,4
9402,3303,4
10017,4336,4
4411,4418,4
269,4955,4
2802,2816,4
11412,6154,4
14071,1460,4
2568,2576,4
2053,3651,4
4339,5429,4
1986,1957,4
12173,12111,4
2336,6560,4
9033,3078,4
712,381,4
10862,953,4
9944,7162,4
7469,3466,4
7909,7001,4
1860,3963,4
4233,4284,4
3851,6024,4
2982,3424,4
8194,6548,4
11767,11014,4
4283,4210,4
4632,167,4
1848,1823,4
7062,6220,4
5390,10264,4
6259,2392,4
7163,7864,4
4386,4347,4
8241,10038,4
13657,13683,4
2131,2111,4
1432,2511,4
8225,8297,4
6121,1012,4
10353,211,4
10714,10744,4
9700,392,4
292,1095,4
5610,8995,4
2150,3718,4
391,1464,4
5722,5742,4
813,881,4
4594,10357,4
6583,9028,4
3755,3727,4
4029,4037,4
2972,4071,4
6872,6827,4
9691,4272,4
12005,11535,4
2801,1602,4
8290,855,4
10702,11898,4
10530,2857,4
4761,4716,4
2240,2242,4
5962,5991,4
3466,7948,4
7335,1335,4
6263,10110,4
10742,9700,4
940,1771,4
10328,5584,4
3438,3439,4
636,2127,4
7513,7553,4
9050,9532,4
1230,2613,4
726,766,4
751,705,4
12940,11613,4
9345,6465,4
8126,8105,4
3220,10004,4
