Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
4013,4011,5,2017-01-01,2017-03-01
4066,4009,5,2017-01-01,2017-03-01
1023,763,5,2017-01-01,2017-03-01
308,376,5,2017-01-01,2017-03-01
1673,2573,5,2017-01-01,2017-03-01
211,274,5,2017-01-01,2017-03-01
385,719,5,2017-01-01,2017-03-01
293,255,5,2017-01-01,2017-03-01
704,707,5,2017-01-01,2017-03-01
3678,2498,5,2017-01-01,2017-03-01
1288,2754,5,2017-01-01,2017-03-01
324,764,5,2017-01-01,2017-03-01
915,1464,5,2017-01-01,2017-03-01
791,759,5,2017-01-01,2017-03-01
354,355,5,2017-01-01,2017-03-01
724,759,5,2017-01-01,2017-03-01
4025,4395,5,2017-01-01,2017-03-01
3104,684,5,2017-01-01,2017-03-01
4388,4339,5,2017-01-01,2017-03-01
4670,4677,5,2017-01-01,2017-03-01
1569,1506,5,2017-01-01,2017-03-01
1043,1053,5,2017-01-01,2017-03-01
752,759,5,2017-01-01,2017-03-01
2221,2212,5,2017-01-01,2017-03-01
746,706,5,2017-01-01,2017-03-01
650,684,5,2017-01-01,2017-03-01
613,692,5,2017-01-01,2017-03-01
3678,3675,5,2017-01-01,2017-03-01
4082,4400,5,2017-01-01,2017-03-01
915,994,5,2017-01-01,2017-03-01
2531,2570,5,2017-01-01,2017-03-01
768,716,5,2017-01-01,2017-03-01
4025,4353,5,2017-01-01,2017-03-01
768,355,5,2017-01-01,2017-03-01
2959,1337,5,2017-01-01,2017-03-01
3561,3524,5,2017-01-01,2017-03-01
2467,2407,5,2017-01-01,2017-03-01
915,1482,5,2017-01-01,2017-03-01
758,737,5,2017-01-01,2017-03-01
1056,751,5,2017-01-01,2017-03-01
730,749,5,2017-01-01,2017-03-01
4016,4013,5,2017-01-01,2017-03-01
746,762,5,2017-01-01,2017-03-01
709,355,5,2017-01-01,2017-03-01
975,2939,5,2017-01-01,2017-03-01
746,766,5,2017-01-01,2017-03-01
650,248,5,2017-01-01,2017-03-01
719,778,5,2017-01-01,2017-03-01
724,762,5,2017-01-01,2017-03-01
364,1001,5,2017-01-01,2017-03-01
4611,4614,5,2017-01-01,2017-03-01
2655,2674,5,2017-01-01,2017-03-01
1300,1293,5,2017-01-01,2017-03-01
4017,4399,5,2017-01-01,2017-03-01
2570,2554,5,2017-01-01,2017-03-01
4016,4080,5,2017-01-01,2017-03-01
2663,2668,5,2017-01-01,2017-03-01
354,1029,5,2017-01-01,2017-03-01
760,749,5,2017-01-01,2017-03-01
759,733,5,2017-01-01,2017-03-01
746,749,5,2017-01-01,2017-03-01
3122,3195,5,2017-01-01,2017-03-01
324,395,5,2017-01-01,2017-03-01
2531,255,5,2017-01-01,2017-03-01
730,791,5,2017-01-01,2017-03-01
3654,2427,5,2017-01-01,2017-03-01
721,749,5,2017-01-01,2017-03-01
781,749,5,2017-01-01,2017-03-01
2699,2554,5,2017-01-01,2017-03-01
1013,761,5,2017-01-01,2017-03-01
1387,1358,5,2017-01-01,2017-03-01
1914,1992,5,2017-01-01,2017-03-01
760,366,5,2017-01-01,2017-03-01
1598,1576,5,2017-01-01,2017-03-01
746,771,5,2017-01-01,2017-03-01
755,739,5,2017-01-01,2017-03-01
324,355,5,2017-01-01,2017-03-01
760,1001,5,2017-01-01,2017-03-01
211,299,5,2017-01-01,2017-03-01
391,1299,5,2017-01-01,2017-03-01
915,961,5,2017-01-01,2017-03-01
2563,2522,5,2017-01-01,2017-03-01
2867,1818,5,2017-01-01,2017-03-01
701,752,5,2017-01-01,2017-03-01
791,752,5,2017-01-01,2017-03-01
768,739,5,2017-01-01,2017-03-01
755,701,5,2017-01-01,2017-03-01
2205,2244,5,2017-01-01,2017-03-01
772,771,5,2017-01-01,2017-03-01
1095,1053,5,2017-01-01,2017-03-01
819,851,5,2017-01-01,2017-03-01
2441,2405,5,2017-01-01,2017-03-01
709,719,5,2017-01-01,2017-03-01
1432,1482,5,2017-01-01,2017-03-01
2969,2939,5,2017-01-01,2017-03-01
4012,4011,5,2017-01-01,2017-03-01
801,851,5,2017-01-01,2017-03-01
1051,1021,5,2017-01-01,2017-03-01
2441,2498,5,2017-01-01,2017-03-01
701,740,5,2017-01-01,2017-03-01
746,364,5,2017-01-01,2017-03-01
928,1696,5,2017-01-01,2017-03-01
4353,4013,5,2017-01-01,2017-03-01
1058,1085,5,2017-01-01,2017-03-01
3046,2754,5,2017-01-01,2017-03-01
4053,4052,5,2017-01-01,2017-03-01
750,771,5,2017-01-01,2017-03-01
1023,1095,5,2017-01-01,2017-03-01
2570,2573,5,2017-01-01,2017-03-01
1371,930,5,2017-01-01,2017-03-01
601,299,5,2017-01-01,2017-03-01
275,205,5,2017-01-01,2017-03-01
3104,299,5,2017-01-01,2017-03-01
746,751,5,2017-01-01,2017-03-01
771,739,5,2017-01-01,2017-03-01
2248,2229,5,2017-01-01,2017-03-01
792,737,5,2017-01-01,2017-03-01
211,3924,5,2017-01-01,2017-03-01
731,721,5,2017-01-01,2017-03-01
4017,4012,5,2017-01-01,2017-03-01
313,362,5,2017-01-01,2017-03-01
760,763,5,2017-01-01,2017-03-01
648,662,5,2017-01-01,2017-03-01
768,763,5,2017-01-01,2017-03-01
709,762,5,2017-01-01,2017-03-01
4373,4395,5,2017-01-01,2017-03-01
771,1095,5,2017-01-01,2017-03-01
374,313,5,2017-01-01,2017-03-01
3446,3411,5,2017-01-01,2017-03-01
703,773,5,2017-01-01,2017-03-01
755,749,5,2017-01-01,2017-03-01
3046,3077,5,2017-01-01,2017-03-01
378,1026,5,2017-01-01,2017-03-01
4042,4059,5,2017-01-01,2017-03-01
2221,3536,5,2017-01-01,2017-03-01
2717,2511,5,2017-01-01,2017-03-01
324,360,5,2017-01-01,2017-03-01
4080,4011,5,2017-01-01,2017-03-01
673,655,5,2017-01-01,2017-03-01
709,740,5,2017-01-01,2017-03-01
913,961,5,2017-01-01,2017-03-01
1666,1464,5,2017-01-01,2017-03-01
4092,4040,5,2017-01-01,2017-03-01
727,719,5,2017-01-01,2017-03-01
791,739,5,2017-01-01,2017-03-01
744,748,5,2017-01-01,2017-03-01
1371,975,5,2017-01-01,2017-03-01
366,368,5,2017-01-01,2017-03-01
126,141,5,2017-01-01,2017-03-01
730,706,5,2017-01-01,2017-03-01
2233,2246,5,2017-01-01,2017-03-01
293,248,5,2017-01-01,2017-03-01
915,1666,5,2017-01-01,2017-03-01
2717,1482,5,2017-01-01,2017-03-01
3123,684,5,2017-01-01,2017-03-01
395,355,5,2017-01-01,2017-03-01
2655,1503,5,2017-01-01,2017-03-01
4309,4011,5,2017-01-01,2017-03-01
4025,4059,5,2017-01-01,2017-03-01
1914,1905,5,2017-01-01,2017-03-01
721,739,5,2017-01-01,2017-03-01
2285,2229,5,2017-01-01,2017-03-01
4316,4353,5,2017-01-01,2017-03-01
2252,2299,5,2017-01-01,2017-03-01
650,624,5,2017-01-01,2017-03-01
844,859,5,2017-01-01,2017-03-01
2563,299,5,2017-01-01,2017-03-01
1371,2717,5,2017-01-01,2017-03-01
1056,364,5,2017-01-01,2017-03-01
915,1371,5,2017-01-01,2017-03-01
2212,2295,5,2017-01-01,2017-03-01
772,374,5,2017-01-01,2017-03-01
4092,4032,5,2017-01-01,2017-03-01
2273,2295,5,2017-01-01,2017-03-01
309,308,5,2017-01-01,2017-03-01
751,724,5,2017-01-01,2017-03-01
3019,3039,5,2017-01-01,2017-03-01
4057,4040,5,2017-01-01,2017-03-01
701,1023,5,2017-01-01,2017-03-01
709,768,5,2017-01-01,2017-03-01
2178,2186,5,2017-01-01,2017-03-01
244,221,5,2017-01-01,2017-03-01
1043,1007,5,2017-01-01,2017-03-01
755,751,5,2017-01-01,2017-03-01
3123,3162,5,2017-01-01,2017-03-01
3955,3914,5,2017-01-01,2017-03-01
205,299,5,2017-01-01,2017-03-01
704,733,5,2017-01-01,2017-03-01
2273,2223,5,2017-01-01,2017-03-01
368,1001,5,2017-01-01,2017-03-01
1942,1905,5,2017-01-01,2017-03-01
4042,4009,5,2017-01-01,2017-03-01
266,274,5,2017-01-01,2017-03-01
701,1001,5,2017-01-01,2017-03-01
230,231,5,2017-01-01,2017-03-01
746,740,5,2017-01-01,2017-03-01
1056,1038,5,2017-01-01,2017-03-01
915,1484,5,2017-01-01,2017-03-01
1942,1992,5,2017-01-01,2017-03-01
975,930,5,2017-01-01,2017-03-01
766,752,5,2017-01-01,2017-03-01
1056,771,5,2017-01-01,2017-03-01
650,255,5,2017-01-01,2017-03-01
3635,3624,5,2017-01-01,2017-03-01
724,755,5,2017-01-01,2017-03-01
2152,2153,5,2017-01-01,2017-03-01
912,920,5,2017-01-01,2017-03-01
1288,1837,5,2017-01-01,2017-03-01
374,376,5,2017-01-01,2017-03-01
354,362,5,2017-01-01,2017-03-01
2600,2570,5,2017-01-01,2017-03-01
4316,4052,5,2017-01-01,2017-03-01
610,3180,5,2017-01-01,2017-03-01
915,1818,5,2017-01-01,2017-03-01
266,684,5,2017-01-01,2017-03-01
392,334,5,2017-01-01,2017-03-01
4029,4088,5,2017-01-01,2017-03-01
1051,1057,5,2017-01-01,2017-03-01
3436,1095,4,2017-01-01,2017-03-01
374,706,4,2017-01-01,2017-03-01
3436,763,4,2017-01-01,2017-03-01
791,705,4,2017-01-01,2017-03-01
1044,1007,4,2017-01-01,2017-03-01
3681,2427,4,2017-01-01,2017-03-01
205,212,4,2017-01-01,2017-03-01
758,773,4,2017-01-01,2017-03-01
4066,4395,4,2017-01-01,2017-03-01
1005,1602,4,2017-01-01,2017-03-01
4353,4083,4,2017-01-01,2017-03-01
4329,4040,4,2017-01-01,2017-03-01
2531,2573,4,2017-01-01,2017-03-01
833,844,4,2017-01-01,2017-03-01
2965,2935,4,2017-01-01,2017-03-01
1484,1818,4,2017-01-01,2017-03-01
2467,3698,4,2017-01-01,2017-03-01
1848,1877,4,2017-01-01,2017-03-01
3021,3039,4,2017-01-01,2017-03-01
2743,2769,4,2017-01-01,2017-03-01
2539,2522,4,2017-01-01,2017-03-01
774,752,4,2017-01-01,2017-03-01
3104,2522,4,2017-01-01,2017-03-01
330,382,4,2017-01-01,2017-03-01
729,759,4,2017-01-01,2017-03-01
4587,4569,4,2017-01-01,2017-03-01
3198,221,4,2017-01-01,2017-03-01
4700,4665,4,2017-01-01,2017-03-01
797,763,4,2017-01-01,2017-03-01
1092,1236,4,2017-01-01,2017-03-01
940,962,4,2017-01-01,2017-03-01
1937,1997,4,2017-01-01,2017-03-01
1358,1384,4,2017-01-01,2017-03-01
2769,2905,4,2017-01-01,2017-03-01
1394,1371,4,2017-01-01,2017-03-01
2531,1298,4,2017-01-01,2017-03-01
792,733,4,2017-01-01,2017-03-01
1422,437,4,2017-01-01,2017-03-01
1414,1489,4,2017-01-01,2017-03-01
313,758,4,2017-01-01,2017-03-01
4025,2789,4,2017-01-01,2017-03-01
295,3151,4,2017-01-01,2017-03-01
4607,4696,4,2017-01-01,2017-03-01
2278,4478,4,2017-01-01,2017-03-01
1587,1542,4,2017-01-01,2017-03-01
3565,3553,4,2017-01-01,2017-03-01
962,2988,4,2017-01-01,2017-03-01
704,721,4,2017-01-01,2017-03-01
1051,1031,4,2017-01-01,2017-03-01
601,3162,4,2017-01-01,2017-03-01
703,786,4,2017-01-01,2017-03-01
4564,4569,4,2017-01-01,2017-03-01
792,704,4,2017-01-01,2017-03-01
2521,2570,4,2017-01-01,2017-03-01
1369,1337,4,2017-01-01,2017-03-01
3475,716,4,2017-01-01,2017-03-01
4025,4017,4,2017-01-01,2017-03-01
4075,4044,4,2017-01-01,2017-03-01
729,706,4,2017-01-01,2017-03-01
1066,2608,4,2017-01-01,2017-03-01
1362,965,4,2017-01-01,2017-03-01
315,1029,4,2017-01-01,2017-03-01
1035,731,4,2017-01-01,2017-03-01
712,706,4,2017-01-01,2017-03-01
2563,2570,4,2017-01-01,2017-03-01
979,945,4,2017-01-01,2017-03-01
1271,1212,4,2017-01-01,2017-03-01
2912,2972,4,2017-01-01,2017-03-01
211,2554,4,2017-01-01,2017-03-01
4016,4052,4,2017-01-01,2017-03-01
799,773,4,2017-01-01,2017-03-01
4411,4452,4,2017-01-01,2017-03-01
2124,2188,4,2017-01-01,2017-03-01
1288,2769,4,2017-01-01,2017-03-01
724,709,4,2017-01-01,2017-03-01
928,2789,4,2017-01-01,2017-03-01
3678,2910,4,2017-01-01,2017-03-01
2969,2759,4,2017-01-01,2017-03-01
1322,2939,4,2017-01-01,2017-03-01
3509,3563,4,2017-01-01,2017-03-01
780,794,4,2017-01-01,2017-03-01
751,781,4,2017-01-01,2017-03-01
3463,3439,4,2017-01-01,2017-03-01
731,308,4,2017-01-01,2017-03-01
290,286,4,2017-01-01,2017-03-01
368,752,4,2017-01-01,2017-03-01
709,773,4,2017-01-01,2017-03-01
791,761,4,2017-01-01,2017-03-01
3475,3461,4,2017-01-01,2017-03-01
1031,764,4,2017-01-01,2017-03-01
752,763,4,2017-01-01,2017-03-01
3675,1321,4,2017-01-01,2017-03-01
3438,3490,4,2017-01-01,2017-03-01
1025,758,4,2017-01-01,2017-03-01
1288,1813,4,2017-01-01,2017-03-01
4409,4418,4,2017-01-01,2017-03-01
3122,221,4,2017-01-01,2017-03-01
1371,2968,4,2017-01-01,2017-03-01
4359,4331,4,2017-01-01,2017-03-01
768,766,4,2017-01-01,2017-03-01
1484,4059,4,2017-01-01,2017-03-01
1686,1607,4,2017-01-01,2017-03-01
884,851,4,2017-01-01,2017-03-01
726,795,4,2017-01-01,2017-03-01
793,760,4,2017-01-01,2017-03-01
2173,2134,4,2017-01-01,2017-03-01
1066,1014,4,2017-01-01,2017-03-01
2951,1384,4,2017-01-01,2017-03-01
4060,4346,4,2017-01-01,2017-03-01
2959,4011,4,2017-01-01,2017-03-01
1058,312,4,2017-01-01,2017-03-01
4668,4617,4,2017-01-01,2017-03-01
218,2186,4,2017-01-01,2017-03-01
792,724,4,2017-01-01,2017-03-01
2189,2162,4,2017-01-01,2017-03-01
3309,3399,4,2017-01-01,2017-03-01
2293,2212,4,2017-01-01,2017-03-01
3182,286,4,2017-01-01,2017-03-01
2189,2119,4,2017-01-01,2017-03-01
2102,2112,4,2017-01-01,2017-03-01
2236,3509,4,2017-01-01,2017-03-01
3444,716,4,2017-01-01,2017-03-01
792,716,4,2017-01-01,2017-03-01
1248,2759,4,2017-01-01,2017-03-01
2221,3577,4,2017-01-01,2017-03-01
378,758,4,2017-01-01,2017-03-01
726,705,4,2017-01-01,2017-03-01
2178,221,4,2017-01-01,2017-03-01
2531,2667,4,2017-01-01,2017-03-01
913,951,4,2017-01-01,2017-03-01
309,719,4,2017-01-01,2017-03-01
275,1693,4,2017-01-01,2017-03-01
443,299,4,2017-01-01,2017-03-01
4066,4399,4,2017-01-01,2017-03-01
392,330,4,2017-01-01,2017-03-01
709,759,4,2017-01-01,2017-03-01
799,727,4,2017-01-01,2017-03-01
3635,2427,4,2017-01-01,2017-03-01
295,2186,4,2017-01-01,2017-03-01
2563,2521,4,2017-01-01,2017-03-01
4043,4028,4,2017-01-01,2017-03-01
797,733,4,2017-01-01,2017-03-01
4025,1818,4,2017-01-01,2017-03-01
130,2437,4,2017-01-01,2017-03-01
2655,2697,4,2017-01-01,2017-03-01
2571,2503,4,2017-01-01,2017-03-01
1904,1941,4,2017-01-01,2017-03-01
4411,4418,4,2017-01-01,2017-03-01
2802,2816,4,2017-01-01,2017-03-01
2568,2576,4,2017-01-01,2017-03-01
1986,1957,4,2017-01-01,2017-03-01
712,381,4,2017-01-01,2017-03-01
1848,1823,4,2017-01-01,2017-03-01
1432,2511,4,2017-01-01,2017-03-01
813,881,4,2017-01-01,2017-03-01
4029,4037,4,2017-01-01,2017-03-01
2240,2242,4,2017-01-01,2017-03-01
3438,3439,4,2017-01-01,2017-03-01
726,766,4,2017-01-01,2017-03-01
751,705,4,2017-01-01,2017-03-01
2681,2667,4,2017-01-01,2017-03-01
1914,1970,4,2017-01-01,2017-03-01
395,354,4,2017-01-01,2017-03-01
1247,369,4,2017-01-01,2017-03-01
1053,1095,4,2017-01-01,2017-03-01
595,584,4,2017-01-01,2017-03-01
827,806,4,2017-01-01,2017-03-01
793,764,4,2017-01-01,2017-03-01
709,1029,4,2017-01-01,2017-03-01
360,706,4,2017-01-01,2017-03-01
734,764,4,2017-01-01,2017-03-01
1666,1818,4,2017-01-01,2017-03-01
2154,2110,4,2017-01-01,2017-03-01
1298,2570,4,2017-01-01,2017-03-01
709,392,4,2017-01-01,2017-03-01
4042,4309,4,2017-01-01,2017-03-01
763,758,4,2017-01-01,2017-03-01
1322,1323,4,2017-01-01,2017-03-01
4082,4073,4,2017-01-01,2017-03-01
751,773,4,2017-01-01,2017-03-01
4670,4667,4,2017-01-01,2017-03-01
2941,994,4,2017-01-01,2017-03-01
1960,1938,4,2017-01-01,2017-03-01
1043,309,4,2017-01-01,2017-03-01
2867,2511,4,2017-01-01,2017-03-01
1946,1957,4,2017-01-01,2017-03-01
4042,4316,4,2017-01-01,2017-03-01
4359,4320,4,2017-01-01,2017-03-01
1976,1918,4,2017-01-01,2017-03-01
724,751,4,2017-01-01,2017-03-01
341,376,4,2017-01-01,2017-03-01
2510,275,4,2017-01-01,2017-03-01
3413,3490,4,2017-01-01,2017-03-01
3172,655,4,2017-01-01,2017-03-01
802,823,4,2017-01-01,2017-03-01
785,752,4,2017-01-01,2017-03-01
443,3180,4,2017-01-01,2017-03-01
3447,3451,4,2017-01-01,2017-03-01
703,749,4,2017-01-01,2017-03-01
763,740,4,2017-01-01,2017-03-01
293,215,4,2017-01-01,2017-03-01
4066,4080,4,2017-01-01,2017-03-01
4090,4346,4,2017-01-01,2017-03-01
792,751,4,2017-01-01,2017-03-01
712,739,4,2017-01-01,2017-03-01
2867,4011,4,2017-01-01,2017-03-01
309,362,4,2017-01-01,2017-03-01
2570,299,4,2017-01-01,2017-03-01
4025,2511,4,2017-01-01,2017-03-01
2199,263,4,2017-01-01,2017-03-01
889,806,4,2017-01-01,2017-03-01
309,731,4,2017-01-01,2017-03-01
2255,2910,4,2017-01-01,2017-03-01
1937,1941,4,2017-01-01,2017-03-01
1482,1337,4,2017-01-01,2017-03-01
3600,3524,4,2017-01-01,2017-03-01
1013,730,4,2017-01-01,2017-03-01
3169,3146,4,2017-01-01,2017-03-01
2137,2110,4,2017-01-01,2017-03-01
3554,3537,4,2017-01-01,2017-03-01
1035,1038,4,2017-01-01,2017-03-01
550,508,4,2017-01-01,2017-03-01
3440,1001,4,2017-01-01,2017-03-01
1269,314,4,2017-01-01,2017-03-01
3192,212,4,2017-01-01,2017-03-01
1391,2906,4,2017-01-01,2017-03-01
331,2667,4,2017-01-01,2017-03-01
2685,1211,4,2017-01-01,2017-03-01
3141,231,4,2017-01-01,2017-03-01
331,255,4,2017-01-01,2017-03-01
4608,4640,4,2017-01-01,2017-03-01
3635,3679,4,2017-01-01,2017-03-01
4309,4353,4,2017-01-01,2017-03-01
1594,2668,4,2017-01-01,2017-03-01
368,762,4,2017-01-01,2017-03-01
360,313,4,2017-01-01,2017-03-01
606,1693,4,2017-01-01,2017-03-01
2436,2496,4,2017-01-01,2017-03-01
941,126,4,2017-01-01,2017-03-01
1043,1025,4,2017-01-01,2017-03-01
2284,2263,4,2017-01-01,2017-03-01
4075,4066,4,2017-01-01,2017-03-01
758,701,4,2017-01-01,2017-03-01
385,786,4,2017-01-01,2017-03-01
751,364,4,2017-01-01,2017-03-01
4025,4388,4,2017-01-01,2017-03-01
724,3483,4,2017-01-01,2017-03-01
4330,4394,4,2017-01-01,2017-03-01
3471,3477,4,2017-01-01,2017-03-01
2102,2191,4,2017-01-01,2017-03-01
1044,1057,4,2017-01-01,2017-03-01
275,684,4,2017-01-01,2017-03-01
4473,4452,4,2017-01-01,2017-03-01
324,392,4,2017-01-01,2017-03-01
862,832,4,2017-01-01,2017-03-01
1073,712,4,2017-01-01,2017-03-01
3681,3671,4,2017-01-01,2017-03-01
1961,1951,4,2017-01-01,2017-03-01
4073,4038,4,2017-01-01,2017-03-01
778,773,4,2017-01-01,2017-03-01
385,376,4,2017-01-01,2017-03-01
786,308,4,2017-01-01,2017-03-01
1254,1238,4,2017-01-01,2017-03-01
3183,662,4,2017-01-01,2017-03-01
2329,3039,4,2017-01-01,2017-03-01
778,786,4,2017-01-01,2017-03-01
2467,3648,4,2017-01-01,2017-03-01
915,4044,4,2017-01-01,2017-03-01
1587,2667,4,2017-01-01,2017-03-01
606,274,4,2017-01-01,2017-03-01
704,762,4,2017-01-01,2017-03-01
729,709,4,2017-01-01,2017-03-01
1300,2539,4,2017-01-01,2017-03-01
3463,3483,4,2017-01-01,2017-03-01
1942,1923,4,2017-01-01,2017-03-01
368,730,4,2017-01-01,2017-03-01
2941,1314,4,2017-01-01,2017-03-01
354,368,4,2017-01-01,2017-03-01
544,528,4,2017-01-01,2017-03-01
3440,3451,4,2017-01-01,2017-03-01
1056,1073,4,2017-01-01,2017-03-01
4066,4339,4,2017-01-01,2017-03-01
4496,4418,4,2017-01-01,2017-03-01
1043,749,4,2017-01-01,2017-03-01
2130,2188,4,2017-01-01,2017-03-01
3162,248,4,2017-01-01,2017-03-01
726,740,4,2017-01-01,2017-03-01
226,212,4,2017-01-01,2017-03-01
254,208,4,2017-01-01,2017-03-01
4364,4371,4,2017-01-01,2017-03-01
1053,764,4,2017-01-01,2017-03-01
1084,1012,4,2017-01-01,2017-03-01
778,795,4,2017-01-01,2017-03-01
762,792,4,2017-01-01,2017-03-01
2173,2141,4,2017-01-01,2017-03-01
246,2186,4,2017-01-01,2017-03-01
2199,2106,4,2017-01-01,2017-03-01
705,749,4,2017-01-01,2017-03-01
1677,3149,4,2017-01-01,2017-03-01
1001,763,4,2017-01-01,2017-03-01
385,731,4,2017-01-01,2017-03-01
681,293,4,2017-01-01,2017-03-01
4029,4011,4,2017-01-01,2017-03-01
4025,4309,4,2017-01-01,2017-03-01
729,705,4,2017-01-01,2017-03-01
4611,4695,4,2017-01-01,2017-03-01
4017,4088,4,2017-01-01,2017-03-01
2186,2106,4,2017-01-01,2017-03-01
243,256,4,2017-01-01,2017-03-01
4322,4324,4,2017-01-01,2017-03-01
385,355,4,2017-01-01,2017-03-01
382,354,4,2017-01-01,2017-03-01
266,440,4,2017-01-01,2017-03-01
2221,3540,4,2017-01-01,2017-03-01
2563,255,4,2017-01-01,2017-03-01
743,719,4,2017-01-01,2017-03-01
760,740,4,2017-01-01,2017-03-01
358,1670,4,2017-01-01,2017-03-01
2245,2229,4,2017-01-01,2017-03-01
876,852,4,2017-01-01,2017-03-01
1035,1002,4,2017-01-01,2017-03-01
2198,2103,4,2017-01-01,2017-03-01
385,1029,4,2017-01-01,2017-03-01
266,1014,4,2017-01-01,2017-03-01
709,781,4,2017-01-01,2017-03-01
2225,2207,4,2017-01-01,2017-03-01
2802,2905,4,2017-01-01,2017-03-01
3540,3502,4,2017-01-01,2017-03-01
1013,334,4,2017-01-01,2017-03-01
3123,205,4,2017-01-01,2017-03-01
2102,2159,4,2017-01-01,2017-03-01
730,759,4,2017-01-01,2017-03-01
792,721,4,2017-01-01,2017-03-01
2717,2783,4,2017-01-01,2017-03-01
4043,4089,4,2017-01-01,2017-03-01
1696,1074,4,2017-01-01,2017-03-01
2509,4665,4,2017-01-01,2017-03-01
1288,3071,4,2017-01-01,2017-03-01
3681,923,4,2017-01-01,2017-03-01
2458,2407,4,2017-01-01,2017-03-01
852,874,4,2017-01-01,2017-03-01
2783,4011,4,2017-01-01,2017-03-01
4359,4020,4,2017-01-01,2017-03-01
2941,1696,4,2017-01-01,2017-03-01
1914,1984,4,2017-01-01,2017-03-01
4340,4344,4,2017-01-01,2017-03-01
274,3180,4,2017-01-01,2017-03-01
3635,3639,4,2017-01-01,2017-03-01
650,276,4,2017-01-01,2017-03-01
1645,1693,4,2017-01-01,2017-03-01
4321,4361,4,2017-01-01,2017-03-01
385,1073,4,2017-01-01,2017-03-01
2221,2427,4,2017-01-01,2017-03-01
2253,2237,4,2017-01-01,2017-03-01
2545,2576,4,2017-01-01,2017-03-01
1023,1053,4,2017-01-01,2017-03-01
2447,2425,4,2017-01-01,2017-03-01
4425,4418,4,2017-01-01,2017-03-01
792,712,4,2017-01-01,2017-03-01
975,2511,4,2017-01-01,2017-03-01
762,797,4,2017-01-01,2017-03-01
323,383,4,2017-01-01,2017-03-01
729,733,4,2017-01-01,2017-03-01
2655,369,4,2017-01-01,2017-03-01
726,727,4,2017-01-01,2017-03-01
3182,2197,4,2017-01-01,2017-03-01
1986,1951,4,2017-01-01,2017-03-01
4491,4418,4,2017-01-01,2017-03-01
730,727,4,2017-01-01,2017-03-01
2206,2235,4,2017-01-01,2017-03-01
965,968,4,2017-01-01,2017-03-01
2276,2281,4,2017-01-01,2017-03-01
1057,706,4,2017-01-01,2017-03-01
709,786,4,2017-01-01,2017-03-01
3123,3109,4,2017-01-01,2017-03-01
1581,369,4,2017-01-01,2017-03-01
3104,2567,4,2017-01-01,2017-03-01
915,4395,4,2017-01-01,2017-03-01
1298,2554,4,2017-01-01,2017-03-01
750,733,4,2017-01-01,2017-03-01
1842,1808,4,2017-01-01,2017-03-01
607,280,4,2017-01-01,2017-03-01
4017,4059,4,2017-01-01,2017-03-01
2263,2222,4,2017-01-01,2017-03-01
629,643,4,2017-01-01,2017-03-01
724,791,4,2017-01-01,2017-03-01
1351,1315,4,2017-01-01,2017-03-01
1092,1012,4,2017-01-01,2017-03-01
2017,154,4,2017-01-01,2017-03-01
4371,4346,4,2017-01-01,2017-03-01
915,4059,4,2017-01-01,2017-03-01
4318,4361,4,2017-01-01,2017-03-01
2567,255,4,2017-01-01,2017-03-01
3552,3579,4,2017-01-01,2017-03-01
930,1337,4,2017-01-01,2017-03-01
2781,1808,4,2017-01-01,2017-03-01
797,731,4,2017-01-01,2017-03-01
374,364,4,2017-01-01,2017-03-01
3112,223,4,2017-01-01,2017-03-01
2437,2407,4,2017-01-01,2017-03-01
243,280,4,2017-01-01,2017-03-01
2570,255,4,2017-01-01,2017-03-01
738,796,4,2017-01-01,2017-03-01
395,308,4,2017-01-01,2017-03-01
799,781,4,2017-01-01,2017-03-01
2583,2592,4,2017-01-01,2017-03-01
755,758,4,2017-01-01,2017-03-01
595,525,4,2017-01-01,2017-03-01
2273,3540,4,2017-01-01,2017-03-01
2328,2326,4,2017-01-01,2017-03-01
822,851,4,2017-01-01,2017-03-01
1464,1818,4,2017-01-01,2017-03-01
705,740,4,2017-01-01,2017-03-01
542,536,4,2017-01-01,2017-03-01
3949,3959,4,2017-01-01,2017-03-01
1025,749,4,2017-01-01,2017-03-01
730,763,4,2017-01-01,2017-03-01
4407,4452,4,2017-01-01,2017-03-01
912,988,4,2017-01-01,2017-03-01
1837,2754,4,2017-01-01,2017-03-01
3955,3931,4,2017-01-01,2017-03-01
3421,3451,4,2017-01-01,2017-03-01
726,781,4,2017-01-01,2017-03-01
4075,4002,4,2017-01-01,2017-03-01
3901,3906,4,2017-01-01,2017-03-01
1212,1042,4,2017-01-01,2017-03-01
733,761,4,2017-01-01,2017-03-01
915,4009,4,2017-01-01,2017-03-01
4092,4022,4,2017-01-01,2017-03-01
751,1023,4,2017-01-01,2017-03-01
2406,2413,4,2017-01-01,2017-03-01
746,727,4,2017-01-01,2017-03-01
330,362,4,2017-01-01,2017-03-01
1581,1223,4,2017-01-01,2017-03-01
730,355,4,2017-01-01,2017-03-01
4017,4009,4,2017-01-01,2017-03-01
3578,1321,4,2017-01-01,2017-03-01
2563,2573,4,2017-01-01,2017-03-01
3510,3563,4,2017-01-01,2017-03-01
2335,920,4,2017-01-01,2017-03-01
823,874,4,2017-01-01,2017-03-01
1666,4339,4,2017-01-01,2017-03-01
4335,4358,4,2017-01-01,2017-03-01
